Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,ISSN,ISBN,CODEN,Document Type,Publication Stage,Open Access,Source,EID,pub_id,quartile,quartile_match,author_id_list,author_id,DOCENTE,CODIGO,ESCUELA
"Vargas, R.; Pineda, J.; Romero, L.A.; Marrugo, A.G.","Vargas, Raúl (57117284600); Pineda, Jesus (57192270016); Romero, Lenny A. (36142156300); Marrugo, Andrés G. (24329839300)",57117284600; 57192270016; 36142156300; 24329839300,Background intensity removal in Fourier transform profilometry: A comparative study,2016,,,,,,,0,10.1364/LAOP.2016.LTh2C.6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165789391&doi=10.1364%2FLAOP.2016.LTh2C.6&partnerID=40&md5=00beeb34b6f7f9ebdf8a1d2e2aa75aaa,,1557525293; 1557524688; 1557527024; 1557521913; 9781557528650; 9781943580491; 1557523851; 9781557529398; 9781557527905; 1557525404,,Conference paper,Final,,Scopus,2-s2.0-85165789391,2-s2.0-85165789391,SQ,none,"['57117284600', '57192270016', '36142156300', '24329839300']",36142156300,LENNY ALEXANDRA ROMERO PEREZ,T00000080,CIENCIAS BÁSICAS
"Vargas, R.; Pineda, J.; Romero, L.A.; Marrugo, A.G.","Vargas, Raúl (57117284600); Pineda, Jesus (57192270016); Romero, Lenny A. (36142156300); Marrugo, Andrés G. (24329839300)",57117284600; 57192270016; 36142156300; 24329839300,Background intensity removal in Fourier transform profilometry: A comparative study,2016,,,,,,,0,10.1364/LAOP.2016.LTh2C.6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165789391&doi=10.1364%2FLAOP.2016.LTh2C.6&partnerID=40&md5=00beeb34b6f7f9ebdf8a1d2e2aa75aaa,,1557525293; 1557524688; 1557527024; 1557521913; 9781557528650; 9781943580491; 1557523851; 9781557529398; 9781557527905; 1557525404,,Conference paper,Final,,Scopus,2-s2.0-85165789391,2-s2.0-85165789391,SQ,none,"['57117284600', '57192270016', '36142156300', '24329839300']",24329839300,ANDRES GUILLERMO MARRUGO HERNANDEZ,T00013767,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Marrugo, A.G.; Barone, M.; Useche, J.; Pagnola, M.","Marrugo, Andrés G. (24329839300); Barone, Marcelo (56433990700); Useche, J. F. (24537991200); Pagnola, Marcelo R. (14012202200)",24329839300; 56433990700; 24537991200; 14012202200,Experimental investigation of high-speed melt spinning by means of digital image analysis,2016,,,,,,,1,10.1364/LAOP.2016.LTh2C.5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165780993&doi=10.1364%2FLAOP.2016.LTh2C.5&partnerID=40&md5=fc9d6b9a9cbea86d5d07d732b4c0d2f4,,1557525293; 1557524688; 1557527024; 1557521913; 9781557528650; 9781943580491; 1557523851; 9781557529398; 9781557527905; 1557525404,,Conference paper,Final,,Scopus,2-s2.0-85165780993,2-s2.0-85165780993,SQ,none,"['24329839300', '56433990700', '24537991200', '14012202200']",24329839300,ANDRES GUILLERMO MARRUGO HERNANDEZ,T00013767,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Marrugo, A.G.; Barone, M.; Useche, J.; Pagnola, M.","Marrugo, Andrés G. (24329839300); Barone, Marcelo (56433990700); Useche, J. F. (24537991200); Pagnola, Marcelo R. (14012202200)",24329839300; 56433990700; 24537991200; 14012202200,Experimental investigation of high-speed melt spinning by means of digital image analysis,2016,,,,,,,1,10.1364/LAOP.2016.LTh2C.5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165780993&doi=10.1364%2FLAOP.2016.LTh2C.5&partnerID=40&md5=fc9d6b9a9cbea86d5d07d732b4c0d2f4,,1557525293; 1557524688; 1557527024; 1557521913; 9781557528650; 9781943580491; 1557523851; 9781557529398; 9781557527905; 1557525404,,Conference paper,Final,,Scopus,2-s2.0-85165780993,2-s2.0-85165780993,SQ,none,"['24329839300', '56433990700', '24537991200', '14012202200']",24537991200,JAIRO FRANCISCO USECHE VIVERO,T00009693,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Patiño, A.; Durand, P.-E.; Pellat-Finet, P.; Torres, R.","Patiño, Alberto (57190688459); Durand, Pierre Emmanuel (7202230088); Pellat-Finet, Pierre (6701664259); Torres, Rafael (56270896900)",57190688459; 7202230088; 6701664259; 56270896900,Diffuser in Fractional Fourier Optics,2016,,,,,,,0,10.1364/LAOP.2016.LTu3A.2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165777760&doi=10.1364%2FLAOP.2016.LTu3A.2&partnerID=40&md5=2f639dfa255bac46eb48f5f9935c440a,,1557525293; 1557524688; 1557527024; 1557521913; 9781557528650; 9781943580491; 1557523851; 9781557529398; 9781557527905; 1557525404,,Conference paper,Final,,Scopus,2-s2.0-85165777760,2-s2.0-85165777760,SQ,none,"['57190688459', '7202230088', '6701664259', '56270896900']",57190688459,ALBERTO PATIÑO VANEGAS,T00019348,CIENCIAS BÁSICAS
"Serrano, J.E.S.; Leguizamon, J.; Martinez-Santos, J.C.","Serrano, Jairo E. (57220927199); Leguizamon, J. (57191608709); Martinez-Santos, Juan Carlos (26325154200)",57220927199; 57191608709; 26325154200,"GridUI, a RESTful web service and ubiquitous UI for accessing HPC resources",2016,,,,7520134,,,2,10.1109/EATIS.2016.7520134,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992053006&doi=10.1109%2FEATIS.2016.7520134&partnerID=40&md5=3d8f5de80f3e8a2ceabf7dfca3ee98ed,,9781509024360,,Conference paper,Final,,Scopus,2-s2.0-84992053006,2-s2.0-84992053006,SQ,none,"['57220927199', '57191608709', '26325154200']",57220927199,JAIRO ENRIQUE SERRANO CASTAÑEDA,T00010915,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Serrano, J.E.S.; Leguizamon, J.; Martinez-Santos, J.C.","Serrano, Jairo E. (57220927199); Leguizamon, J. (57191608709); Martinez-Santos, Juan Carlos (26325154200)",57220927199; 57191608709; 26325154200,"GridUI, a RESTful web service and ubiquitous UI for accessing HPC resources",2016,,,,7520134,,,2,10.1109/EATIS.2016.7520134,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992053006&doi=10.1109%2FEATIS.2016.7520134&partnerID=40&md5=3d8f5de80f3e8a2ceabf7dfca3ee98ed,,9781509024360,,Conference paper,Final,,Scopus,2-s2.0-84992053006,2-s2.0-84992053006,SQ,none,"['57220927199', '57191608709', '26325154200']",26325154200,JUAN CARLOS MARTINEZ SANTOS,T00000254,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Poloni, N.M.; Molina, L.M.R.; Chavarro-Mesa, E.; Garcia, I.L.; Ceresini, P.C.","Poloni, Nadia Maria (56967992800); Molina, Lina Maria Ramos (56967694800); Chavarro-Mesa, Edisson (57188841051); Garcia, Izabela Lopes (57191188027); Ceresini, Paulo Cezar (6507211837)",56967992800; 56967694800; 57188841051; 57191188027; 6507211837,Evidence that the fungus Rhizoctonia solani AG-1 IA adapted to Urochloa in Colombia keeps a broad host range including maize; Evidência de que o fungo Rhizoctonia solani AG-1 IA adaptado à Urochloa na Colômbia mantém ampla gama de hospedeiros incluindo o milho,2016,Summa Phytopathologica,42,3,,228,232,4,10.1590/0100-5405/2176,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987781490&doi=10.1590%2F0100-5405%2F2176&partnerID=40&md5=db0f8b7af67e934925729e74bf678b8e,01005405,,,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-84987781490,2-s2.0-84987781490,Q4,issn,"['56967992800', '56967694800', '57188841051', '57191188027', '6507211837']",57188841051,EDISSON CHAVARRO MESA,T00053267,CIENCIAS BÁSICAS
"Martínez Santiago, O.; Marrero-Ponce, Y.; Barigye, S.J.; Le-Thi-Thu, H.L.T.; Torres, F.; Zambrano, C.H.; Muñiz-Olite, J.L.; Cruz-Monteagudo, M.; Vivas, R.; Infante, L.V.; Artiles-Martínez, L.M.","Martínez Santiago, Oscar (24824951000); Marrero-Ponce, Yovani (55665599200); Barigye, Stephen J. (55363486500); Le-Thi-Thu, Huong (36454896800); Torres, Fernando Javier (16025887100); Zambrano, César H. (14040865600); Muñiz-Olite, Jorge Luis (57758796500); Cruz-Monteagudo, Maykel (7801534311); Vivas, Ricardo (6508090932); Infante, Liliana Vázquez (57189385865); Artiles-Martínez, Luis Manuel (55364050900)",24824951000; 55665599200; 55363486500; 36454896800; 16025887100; 14040865600; 57758796500; 7801534311; 6508090932; 57189385865; 55364050900,Physico-Chemical and structural interpretation of discrete derivative indices on N-tuples atoms,2016,International Journal of Molecular Sciences,17,6,812,,,7,10.3390/ijms17060812,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015581550&doi=10.3390%2Fijms17060812&partnerID=40&md5=0a0addb0e72a3e1b7431252a5d9a3c96,14220067; 16616596,,,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85015581550,2-s2.0-85015581550,Q1,issn,"['24824951000', '55665599200', '55363486500', '36454896800', '16025887100', '14040865600', '57758796500', '7801534311', '6508090932', '57189385865', '55364050900']",57758796500,JORGE LUIS MUÑIZ OLITE,T00000058,CIENCIAS BÁSICAS
"Sanmartin-Mendoza, P.S.; Hernández, K.Á.; Viloria-Nuñez, C.V.; Jabba-Molinares, D.J.","Sanmartin-Mendoza, Paul (58921410900); Hernández, Karen Ávila (57193161967); Viloria-Nuñez, Cesar (35788581800); Jabba-Molinares, Daladier (57205667177)",58921410900; 57193161967; 35788581800; 57205667177,Internet of things and home-centered health; Internet de las cosas y la salud centrada en el hogar,2016,Salud Uninorte,32,2,,337,351,15,10.14482/sun.32.2.8954,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011391197&doi=10.14482%2Fsun.32.2.8954&partnerID=40&md5=b091e59443d2c447895a70367a5cd4da,01205552,,,Review,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85011391197,2-s2.0-85011391197,Q4,issn,"['58921410900', '57193161967', '35788581800', '57205667177']",35788581800,CESAR AUGUSTO VILORIA NUÑEZ,T00090440,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Colina-Márquez, J.; Castilla-Caballero, D.; Machuca-Martínez, F.","Colina-Márquez, José A. (23484999200); Castilla-Caballero, Deyler Rafael (57024211000); Machuca-Martínez, Fiderman (35488117500)",23484999200; 57024211000; 35488117500,Modeling of a falling-film photocatalytic reactor: Fluid dynamics for turbulent regime,2016,Applied Mathematical Modelling,40,7-8,,4812,4821,19,10.1016/j.apm.2015.12.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951910742&doi=10.1016%2Fj.apm.2015.12.007&partnerID=40&md5=2e77c3a89fd27071ca81f7bc5bf70b8e,0307904X,,AMMOD,Article,Final,,Scopus,2-s2.0-84951910742,2-s2.0-84951910742,Q1,issn,"['23484999200', '57024211000', '35488117500']",57024211000,DEYLER RAFAEL CASTILLA CABALLERO,T00057415,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Useche, J.; Harnish, C.","Useche, J. F. (24537991200); Harnish, C. (56974175900)",24537991200; 56974175900,A boundary element method formulation for modal analysis of doubly curved thick shallow shells,2016,Applied Mathematical Modelling,40,5-6,,3591,3600,13,10.1016/j.apm.2015.09.082,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958163726&doi=10.1016%2Fj.apm.2015.09.082&partnerID=40&md5=067cd710d73ddfee2aa813b023090ca3,0307904X,,AMMOD,Article,Final,,Scopus,2-s2.0-84958163726,2-s2.0-84958163726,Q1,issn,"['24537991200', '56974175900']",24537991200,JAIRO FRANCISCO USECHE VIVERO,T00009693,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Acevedo-Patĩno, O.; Kagaris, D.","Acevedo-Patĩno, Oscar (57197327858); Kagaris, Dimitri (7004389110)",57197327858; 7004389110,On the computation of LFSR characteristic polynomials for built-in deterministic test pattern generation,2016,IEEE Transactions on Computers,65,2,7100883,664,669,17,10.1109/TC.2015.2428697,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962090065&doi=10.1109%2FTC.2015.2428697&partnerID=40&md5=f996d39f35486e7c6e9d62601d9b375f,00189340,,ITCOB,Article,Final,,Scopus,2-s2.0-84962090065,2-s2.0-84962090065,Q1,title,"['57197327858', '7004389110']",57197327858,OSCAR ACEVEDO PATIÑO,T00000049,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Fajardo Cuadro, J.; Guerra, M.A.; Sarria, B.; Cruz, O.","Fajardo Cuadro, Juan Gabriel (56581610900); Guerra, M. Alvarez (57194727134); Sarria, B. (56581727500); Cruz, O. (57194716721)",56581610900; 57194727134; 56581727500; 57194716721,Exergy study of air-conditioned space of a prototype scale of a river vessel room,2016,,6B-2016,,,,,1,10.1115/IMECE2016-65093,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021784501&doi=10.1115%2FIMECE2016-65093&partnerID=40&md5=94a7746f38f84e069fb84d513c2140b6,,9780791850596; 9780791850541,,Conference paper,Final,,Scopus,2-s2.0-85021784501,2-s2.0-85021784501,SQ,none,"['56581610900', '57194727134', '56581727500', '57194716721']",56581610900,JUAN GABRIEL FAJARDO CUADRO,T00007524,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Rodríguez, E.A.; Estrada, F.E.; Torres, W.C.; Martinez-Santos, J.C.","Rodríguez, Eugenia Arrieta (59257205400); Estrada, Francisco Edna (57191835839); Torres, William Caicedo (57191844192); Martinez-Santos, Juan Carlos (26325154200)",59257205400; 57191835839; 57191844192; 26325154200,Early prediction of severe maternal morbidity using machine learning techniques,2016,Lecture Notes in Computer Science,10022 LNAI,,,259,270,8,10.1007/978-3-319-47955-2_22,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994065492&doi=10.1007%2F978-3-319-47955-2_22&partnerID=40&md5=aa0936953c13ad2d8efef3a940f69abb,03029743,9789819698936; 9789819698042; 9789819698110; 9789819698905; 9783032004949; 9789819512324; 9783032026019; 9783032008909; 9783031915802; 9789819698141,,Conference paper,Final,,Scopus,2-s2.0-84994065492,2-s2.0-84994065492,Q2,issn,"['59257205400', '57191835839', '57191844192', '26325154200']",26325154200,JUAN CARLOS MARTINEZ SANTOS,T00000254,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Sierra-Porta, D.; Chirinos, M.; Stock, M.J.","Sierra-Porta, D. (57191333650); Chirinos, M. (56003049400); Stock, M. J. (57213997543)",57191333650; 56003049400; 57213997543,Comparison of variational solutions of the Thomas-Fermi model in terms of the ionization energy,2016,Revista Mexicana de Fisica,62,6,,538,542,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988908323&partnerID=40&md5=e67fa917b09e2014c78ad2764f97a29a,0035001X,,,Article,Final,,Scopus,2-s2.0-84988908323,2-s2.0-84988908323,Q3,issn,"['57191333650', '56003049400', '57213997543']",57191333650,DAVID SIERRA PORTA,T00069449,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Patiño, A.; Durand, P.-E.; Torres, R.; Pellat-Finet, P.","Patiño, Alberto (57190688459); Durand, Pierre Emmanuel (7202230088); Torres, Rafael (56270896900); Pellat-Finet, Pierre (6701664259)",57190688459; 7202230088; 56270896900; 6701664259,α-bandlimited diffuser in fractional Fourier optics,2016,Proceedings of SPIE - The International Society for Optical Engineering,9889,,98890K,,,0,10.1117/12.2228985,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982299822&doi=10.1117%2F12.2228985&partnerID=40&md5=de0943e2593d7274f2b7e8759c9cc09c,0277786X,9781510692657; 9781510690561; 9781510693302; 9781510692251; 9781510692275; 9781510693081; 9781510691001; 9781510690844; 9781510688728; 9781510688629,PSISD,Conference paper,Final,,Scopus,2-s2.0-84982299822,2-s2.0-84982299822,SQ,none,"['57190688459', '7202230088', '56270896900', '6701664259']",57190688459,ALBERTO PATIÑO VANEGAS,T00019348,CIENCIAS BÁSICAS
"Amador, G.; Colon, K.; Luna, N.; Mercado, G.; Pereira Batista, E.; Suazo, E.","Amador, Gabriel (57189896067); Colon, Kiara (57189893822); Luna, Nathalie (57189894466); Mercado, Gerardo (57189886832); Pereira Batista, Enrique (57189892062); Suazo, Erwin (24176056600)",57189896067; 57189893822; 57189894466; 57189886832; 57189892062; 24176056600,On solutions for linear and nonlinear Schrödinger equations with variable coefficients: A computational approach,2016,Symmetry,8,6,38,,,10,10.3390/sym8060038,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975780222&doi=10.3390%2Fsym8060038&partnerID=40&md5=06631c91df074d4b1a410b0d3f5a9f91,,,,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-84975780222,2-s2.0-84975780222,Q2,title,"['57189896067', '57189893822', '57189894466', '57189886832', '57189892062', '24176056600']",57189892062,ENRIQUE PEREIRA BATISTA,T00076408,CIENCIAS BÁSICAS
"Ramos-Molina, L.M.; Chavarro-Mesa, E.; Pereira, D.A.S.; Silva-Herrera, M.R.; Ceresini, P.C.","Ramos-Molina, Lina Maria (57188837490); Chavarro-Mesa, Edisson (57188841051); Pereira, Danilo Augusto dos Santos (56967625500); Silva-Herrera, María Del Rosario (57188843624); Ceresini, Paulo Cezar (6507211837)",57188837490; 57188841051; 56967625500; 57188843624; 6507211837,Rhizoctonia solani AG-1 IA infects both rice and signalgrass in the Colombian Llanos; Rhizoctonia solani AG-1 IA infecta arroz e braquiária nos Llanos Colombianos,2016,Pesquisa Agropecuaria Tropical,46,1,,65,71,11,10.1590/1983-40632016v4638696,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963718591&doi=10.1590%2F1983-40632016v4638696&partnerID=40&md5=cec0af3cf9001f664b32f1d606bad24d,15176398,,,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access,Scopus,2-s2.0-84963718591,2-s2.0-84963718591,Q3,issn,"['57188837490', '57188841051', '56967625500', '57188843624', '6507211837']",57188841051,EDISSON CHAVARRO MESA,T00053267,CIENCIAS BÁSICAS
"Mora, S.N.; Martinez-Santos, J.C.","Mora, Susana Navarro (57162647200); Martinez-Santos, Juan Carlos (26325154200)",57162647200; 26325154200,Visual servoing of a five-bar linkage mechanism,2015,,,,7345205,,,1,10.1109/CCAC.2015.7345205,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960352790&doi=10.1109%2FCCAC.2015.7345205&partnerID=40&md5=4663597482d02469c1ccd78c89a0160a,,9781467393058,,Conference paper,Final,,Scopus,2-s2.0-84960352790,2-s2.0-84960352790,SQ,none,"['57162647200', '26325154200']",26325154200,JUAN CARLOS MARTINEZ SANTOS,T00000254,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Moreno, J.C.M.; Martínez Castro, D.M.; Villa, J.L.","Moreno, Juan Carlos Mena (57190659716); Martínez Castro, Diego (57196435237); Villa, J. L. (7005142049)",57190659716; 57196435237; 7005142049,Design of discrete event systems supported on wireless sensors and actuator networks using colored Petri Nets,2015,,,,7345183,,,2,10.1109/CCAC.2015.7345183,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960332344&doi=10.1109%2FCCAC.2015.7345183&partnerID=40&md5=5368f777790b9764f94f25a1ba92660e,,9781467393058,,Conference paper,Final,,Scopus,2-s2.0-84960332344,2-s2.0-84960332344,SQ,none,"['57190659716', '57196435237', '7005142049']",7005142049,JOSE LUIS VILLA RAMIREZ,T00000068,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Bayona-Carvajal, W.; Useche, J.","Bayona-Carvajal, Wilmer (57039187100); Useche, J. F. (24537991200)",57039187100; 24537991200,Estimate of induced stress during filling and discharge of metallic silos for cement storage; Estimación de esfuerzos inducidos durante el llenado y vaciado de silos metálicos para almacenamiento de cemento,2015,DYNA (Colombia),82,194,,238,246,0,10.15446/dyna.v82n194.49731,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953333555&doi=10.15446%2Fdyna.v82n194.49731&partnerID=40&md5=bf5802abbd5009493fc323c3210afb63,00127353,,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-84953333555,2-s2.0-84953333555,Q4,title,"['57039187100', '24537991200']",24537991200,JAIRO FRANCISCO USECHE VIVERO,T00009693,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Solano-Correa, Y.T.; Bovolo, F.; Bruzzone, L.","Solano-Correa, Yady Tatiana (57156565000); Bovolo, Francesca (9943212600); Bruzzone, Lorenzo (7006892410)",57156565000; 9943212600; 7006892410,VHR time-series generation by prediction and fusion of multi-sensor images,2015,International Geoscience and Remote Sensing Symposium (IGARSS),2015-November,,7326523,3298,3301,6,10.1109/IGARSS.2015.7326523,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962595112&doi=10.1109%2FIGARSS.2015.7326523&partnerID=40&md5=7f591331b455470c5dbb4470c5c219e7,21536996,1424412129; 0780312406; 9780780390508; 9798350320107; 9781728163741; 9781424495658; 9781665427920; 9781479911141; 9781479957750; 9781479979295,IGRSE,Conference paper,Final,,Scopus,2-s2.0-84962595112,2-s2.0-84962595112,SQ,none,"['57156565000', '9943212600', '7006892410']",57156565000,YADY TATIANA SOLANO CORREA,T00076376,ESCUELA DE TRANSFORMACIÓN DIGITAL
