pub_id,Year,Title,Source,ISSN,DOI,EID,quartile,escuelas,docentes
2-s2.0-85132521102,2022,Modified Spatio-Temporal Matched Filtering for Brain Responses Classification,IEEE Transactions on Human-Machine Systems,21682291,10.1109/THMS.2022.3168421,2-s2.0-85132521102,Q1,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['SONIA HELENA CONTRERAS ORTIZ']
2-s2.0-85133496931,2022,Polylactic acid effectively reinforced with reduced graphitic oxide,Journal of Polymer Engineering,03346447,10.1515/polyeng-2021-0363,2-s2.0-85133496931,Q3,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['MARY JUDITH ARIAS TAPIA']
2-s2.0-85133633614,2022,Mapping a European Spruce Bark Beetle Outbreak Using Sentinel-2 Remote Sensing Data,Remote Sensing,,10.3390/rs14133135,2-s2.0-85133633614,Q1,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['YADY TATIANA SOLANO CORREA']
2-s2.0-85133697267,2022,"Agro-Industrial Waste from Cocoa Pod Husk (Theobroma cacao L.), as a Potential Raw Material for Preparation of Cellulose Nanocrystals",Chemical Engineering Transactions,22839216,10.3303/CET2292035,2-s2.0-85133697267,Q3,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JORGELINA CECILIA PASQUALINO']
2-s2.0-85134262258,2022,EXERGETIC OPTIMIZATION OF AN INTEGRATED MUNICIPAL SOLID WASTE INCINERATOR AND WASTEWATER TREATMENT PLANT,International Journal of Energy for a Clean Environment,21503621,10.1615/INTERJENERCLEANENV.2022040681,2-s2.0-85134262258,Q2,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['LUIS ÁNGEL PORTO HERNÁNDEZ']
2-s2.0-85134540423,2022,Analytical Methods and Determinants of Frequency and Severity of Road Accidents: A 20-Year Systematic Literature Review,Journal of Advanced Transportation,01976729,10.1155/2022/7239464,2-s2.0-85134540423,Q2,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['CARLOS MARTÍN FERREIRA VANEGAS']
2-s2.0-85134661745,2022,"Dataset of traffic accidents in motorcyclists in Bogotá, Colombia",Data in Brief,,10.1016/j.dib.2022.108461,2-s2.0-85134661745,Q2,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['HOLMAN OSPINA MATEUS']
2-s2.0-85134683981,2022,Multidimensional analysis of the evolution of the COVID-19 pandemic in countries of the Americas; Análise multidimensional da evolução da pandemia da COVID-19 em países das Américas; Análisis multidimensional de la evolución de la pandemia de la COVID-19 en países de las Américas,Revista Panamericana de Salud Publica/Pan American Journal of Public Health,10204989,10.26633/RPSP.2022.49,2-s2.0-85134683981,Q2,['CIENCIAS BÁSICAS'],['JORGE LUIS MUÑIZ OLITE']
2-s2.0-85135046226,2023,To Tax or not to Tax Sin Goods: That’s the Question for Emerging Economies,Lecture Notes in Networks and Systems,23673370,10.1007/978-3-031-08090-6_25,2-s2.0-85135046226,Q4,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['JAMES MANUEL PEREZ MORON']
2-s2.0-85135233433,2022,Comparative Analysis of The Solid Waste Management Plans of Bogotá D.C and Mexico City; Análise Comparativa Dos Planos De Gestão de Resíduos Sólidos de Bogotá D.C E Cidade do México; Análisis comparativo de los planes de gestión de residuos sólidos de Bogotá D.C y Ciudad de México,Produccion y Limpia,19090455,10.22507/10.22507/PML.V17N1A7,2-s2.0-85135233433,Q4,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['CLAUDIA PATRICIA DIAZ MENDOZA', 'JORGELINA CECILIA PASQUALINO']"
2-s2.0-85135517239,2022,"Concentrations of Airborne Cultivable Fungi at a Higher Education Institution in Cartagena de Indias, Colombian Caribbean",Aerosol Science and Engineering,2510375X,10.1007/s41810-022-00151-8,2-s2.0-85135517239,Q3,['CIENCIAS BÁSICAS'],"['DIANA CAROLINA RUBIANO LABRADOR', 'ROSA LEONOR ACEVEDO BARRIOS']"
2-s2.0-85135551719,2022,Perchlorate-reducing bacteria from Antarctic marine sediments,Environmental Monitoring and Assessment,01676369,10.1007/s10661-022-10328-w,2-s2.0-85135551719,Q2,['CIENCIAS BÁSICAS'],"['DIANA CAROLINA RUBIANO LABRADOR', 'ROSA LEONOR ACEVEDO BARRIOS']"
2-s2.0-85135891799,2022,Religion as a coping stRategy in univeRsity students. a theoRetical Review; La reLigión como estrategia de afrontamiento en Los estudiantes universitarios. una revisión teórica,Carthaginensia,02134381,,2-s2.0-85135891799,Q2,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['PEDRO VAZQUEZ MIRAZ']
2-s2.0-85136219793,2022,Editorial to the Special Issue on “Ocular Imaging for Eye Care”,Photonics,,10.3390/photonics9070475,2-s2.0-85136219793,Q2,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['ANDRES GUILLERMO MARRUGO HERNANDEZ']
2-s2.0-85136601642,2022,A Resonant Ring Topology Approach to Power Line Communication Systems within Photovoltaic Plants,Applied Sciences (Switzerland),,10.3390/app12167973,2-s2.0-85136601642,Q2,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JUAN GABRIEL FAJARDO CUADRO']
2-s2.0-85136720853,2022,"Conceptual Evolution of Peace Journalism: Origin, Development, Critiques and Contributions to Peace Studies; Evolucion conceptual del periodismo de paz: Origen, desarrollo, críticas y aportes a los estudios sobre paz",Signo y Pensamiento,01204823; 20272731,10.11144/Javeriana.syp41.ecpp,2-s2.0-85136720853,Q4,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['MIGUEL EFREN GARCES PRETTEL']
2-s2.0-85136810912,2023,E-commerce in China and Latin America. A Review and Future Research Agenda,Lecture Notes in Networks and Systems,23673370,10.1007/978-3-031-08093-7_38,2-s2.0-85136810912,Q4,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['JAMES MANUEL PEREZ MORON']
2-s2.0-85137625991,2022,La óptica en Colombia: introducción al número especial,Optica Pura y Aplicada,00303917,10.7149/OPA.55.1.5511,2-s2.0-85137625991,Q4,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['ANDRES GUILLERMO MARRUGO HERNANDEZ']
2-s2.0-85138073424,2022,Linking cosmic ray intensities to cutoff rigidity through multifractal detrented fluctuation analysis,Physica A: Statistical Mechanics and its Applications,03784371,10.1016/j.physa.2022.128159,2-s2.0-85138073424,Q2,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['DAVID SIERRA PORTA']
2-s2.0-85138386003,2023,Assessing Forest Cover Loss Using Landsat Images and GIS: A Case Study in Colombian Protected Area,Journal of Sustainable Forestry,10549811,10.1080/10549811.2022.2123356,2-s2.0-85138386003,Q2,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['MILTON CESAR GUERRERO PAJARO', 'ROSA LEONOR ACEVEDO BARRIOS']"
2-s2.0-85138734407,2022,Sensitivity of Empirical Equation Parameters for the Calculation of Time of Concentration in Urbanized Watersheds,Water (Switzerland),,10.3390/w14182847,2-s2.0-85138734407,Q1,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['RAFAEL DAVID MENDEZ ANILLO']
2-s2.0-85138745970,2022,A Framework for Water Security Data Gathering Strategies,Water (Switzerland),,10.3390/w14182907,2-s2.0-85138745970,Q1,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['YADY TATIANA SOLANO CORREA']
2-s2.0-85139137985,2022,Modeling a Structured Light System with Open-Source Software,,,,2-s2.0-85139137985,SQ,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['ANDRES GUILLERMO MARRUGO HERNANDEZ', 'LENNY ALEXANDRA ROMERO PEREZ']"
2-s2.0-85139154662,2023,Impact of emotional states on the effective range of electric vehicles,Journal of Ambient Intelligence and Humanized Computing,18685137,10.1007/s12652-022-04410-x,2-s2.0-85139154662,Q1,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['SONIA HELENA CONTRERAS ORTIZ']
2-s2.0-85139180545,2022,Psychometric properties of the Questionnaire of Myths about Giftedness in the Colombian population; Propiedades psicométricas del Cuestionario de Mitos sobre Altas Capacidades Intelectuales en población colombiana,Revista Complutense de Educacion,11302496,10.5209/rced.76486,2-s2.0-85139180545,Q3,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['KAROL PATRICIA GUTIERREZ RUIZ']
2-s2.0-85139432921,2022,Design of an Instrument to Evaluate Organizational Design Characteristics Based on the Organizational Configuration Model,International Journal of Interdisciplinary Organizational Studies,23247649,10.18848/2324-7649/CGP/v17i01/83-101,2-s2.0-85139432921,Q4,['CIENCIAS BÁSICAS'],['JORGE LUIS VILLALBA ACEVEDO']
2-s2.0-85139550660,2022,Generative Adversarial Networks for Cell Segmentation in Human Corneal Endothelium,,,,2-s2.0-85139550660,SQ,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['ANDRES GUILLERMO MARRUGO HERNANDEZ', 'LENNY ALEXANDRA ROMERO PEREZ']"
2-s2.0-85139984188,2022,Genetic Algorithm and Simulated Annealing in EE Transmission Expansion Planning; Algoritmo Genético e Têmpera Simulada no Planejamento da Expansão de Transmissão de EE,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LACCEI2022.1.1.826,2-s2.0-85139984188,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['HAROLD ALBERTO RODRIGUEZ ARIAS']
2-s2.0-85139992261,2022,Design of a tool for the management of R+D+i projects in Universities; Diseño de una herramienta para la gestión de proyectos de I+D+i en Universidades,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LACCEI2022.1.1.672,2-s2.0-85139992261,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JOSE LUIS VILLA RAMIREZ']
2-s2.0-85139995263,2022,MALDI-TOF MS for the identification of bacteria from Acropora cervicornis samples with White Band Disease,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LACCEI2022.1.1.714,2-s2.0-85139995263,SQ,"['CIENCIAS BÁSICAS', 'ESCUELA DE TRANSFORMACIÓN DIGITAL']","['EDISSON CHAVARRO MESA', 'JUAN CARLOS MARTINEZ SANTOS']"
2-s2.0-85140005820,2022,Family school climate and its relationship with academic performance: Application in rural educational institutions; Clima escolar familiar y su relación con el rendimiento académico: Aplicación en instituciones educativas rurales,Revista de Ciencias Sociales,13159518,10.31876/rcs.v28i.38826,2-s2.0-85140005820,Q2,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['WILLIAM ARELLANO CARTAGENA']
2-s2.0-85140007422,2022,Convolutional neural networks for the recognition of diseases and pests in Cassava leaves (Manihot esculenta),"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LACCEI2022.1.1.759,2-s2.0-85140007422,SQ,['CIENCIAS BÁSICAS'],"['ALBERTO PATIÑO VANEGAS', 'EDISSON CHAVARRO MESA']"
2-s2.0-85140023072,2022,Control System for Project Management in a Construction Sector Company through the Earned Value Technique in the Caribbean; Sistema de Control para la Gerencia de Proyectos en una Compañía del Sector de la Construcción a través la Técnica del Valor Ganado en el Caribe,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LACCEI2022.1.1.387,2-s2.0-85140023072,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JOSE LUIS VILLA RAMIREZ']
2-s2.0-85140043548,2022,"Pseudomonas strains from the Livingston Island, Antarctica: a source of cold-active hydrolytic enzymes","Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LACCEI2022.1.1.713,2-s2.0-85140043548,SQ,['CIENCIAS BÁSICAS'],"['DIANA CAROLINA RUBIANO LABRADOR', 'ROSA LEONOR ACEVEDO BARRIOS']"
2-s2.0-85140772370,2022,Perceived stress during social isolation due to COVID-19 and cognitive impact on young university students; Estrès percebut durant l'aïllament social per covid-19 i el seu impacte cognitiu en joves universitaris; Estrés percibido durante el aislamiento social por COVID-19 y su impacto cognitivo en jóvenes universitarios,Anuario de Psicologia,00665126,10.1344/ANPSIC2022.52/2.34153,2-s2.0-85140772370,Q4,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['KAROL PATRICIA GUTIERREZ RUIZ']
2-s2.0-85140961040,2023,Manufacturing and Measuring Techniques for Graphene-Silicone-Based Strain Sensors,JOM,10474838,10.1007/s11837-022-05550-3,2-s2.0-85140961040,Q2,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['ANDRES GUILLERMO MARRUGO HERNANDEZ', 'JAIRO FRANCISCO USECHE VIVERO']"
2-s2.0-85141243051,2022,COVID-19 Preparedness and Response by Global South and Global North Countries: A Comparative Analysis; Preparação e reação dos países globais do sul e do norte contra a COVID-19: uma análise comparativa; Preparación y reacción de los países del sur y norte global frente al COVID-19: un análisis comparado,HiSTOReLo,2145132X,10.15446/historelo.v14n30.94006,2-s2.0-85141243051,Q2,['CIENCIAS BÁSICAS'],['JORGE LUIS VILLALBA ACEVEDO']
2-s2.0-85141726957,2022,On the Convergence of the Milky Way and M31 Kinematics from Cosmological Simulations,Astrophysical Journal,0004637X,10.3847/1538-4357/ac92ea,2-s2.0-85141726957,Q1,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['DAVID SIERRA PORTA']
2-s2.0-85142682869,2022,ALPY PLUS - Adaptive Model Oriented to Pathway Planning in Virtual Learning System,Communications in Computer and Information Science,18650929,10.1007/978-3-031-19951-6_6,2-s2.0-85142682869,Q4,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['YURANIS HENRIQUEZ NUÑEZ']
2-s2.0-85142746688,2022,APPLICATION OF A PCA-BASED FAULT DETECTION AND DIAGNOSIS METHOD IN A POWER GENERATION SYSTEM WITH A 2 MW NATURAL GAS ENGINE,"EUREKA, Physics and Engineering",24614254,10.21303/2461-4262.2022.002701,2-s2.0-85142746688,Q3,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JUAN GABRIEL FAJARDO CUADRO']
2-s2.0-85142764370,2022,SIMALL: Emotional BDI Model for Customer Simulation in a Mall,Communications in Computer and Information Science,18650929,10.1007/978-3-031-19951-6_1,2-s2.0-85142764370,Q4,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['JAIRO ENRIQUE SERRANO CASTAÑEDA']
2-s2.0-85142840513,2022,"Mapping the transit network of greater Cartagena with mobile phones: Coverage, accessibility, and informality",Journal of Transport Geography,09666923,10.1016/j.jtrangeo.2022.103484,2-s2.0-85142840513,Q1,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['DANIEL TORO GONZALEZ']
2-s2.0-85143131282,2022,"Narrative review of the HPV vaccine case in El Carmen de Bolivar, Colombia (2014-2021); Revisão narrativa do caso da vacina contra o HPV em El Carmen de Bolívar, Colômbia (2014-2021); Revisión narrativa del caso de la vacuna contra el VPH en El Carmen de Bolívar, Colombia (2014-2021)",Revista Gerencia y Politicas de Salud,16577027,10.11144/Javeriana.rgps21.rncv,2-s2.0-85143131282,Q4,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['ADOLFO BALTAR MORENO']
2-s2.0-85143511044,2022,Cov-caldas: A new COVID-19 chest X-Ray dataset from state of Caldas-Colombia,Scientific Data,,10.1038/s41597-022-01576-z,2-s2.0-85143511044,Q1,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['SONIA HELENA CONTRERAS ORTIZ']
2-s2.0-85143782279,2022,Muography for the Colombian Volcanoes,Proceedings of Science,,,2-s2.0-85143782279,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['DAVID SIERRA PORTA']
2-s2.0-85144172076,2022,Full State Feedback of DC-Motor Position and Speed Control Using LQR and Kalman Filter,Communications in Computer and Information Science,18650929,10.1007/978-3-031-20611-5_33,2-s2.0-85144172076,Q4,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['JORGE ELIECER DUQUE PARDO', 'JOSE LUIS VILLA RAMIREZ']"
2-s2.0-85144174948,2022,Monitoring Conservation of Forest in Protected Areas using Remote Sensing Change Detection Approach: a Review,Contemporary Problems of Ecology,19954255,10.1134/S1995425522060154,2-s2.0-85144174948,Q4,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['MILTON CESAR GUERRERO PAJARO', 'ROSA LEONOR ACEVEDO BARRIOS']"
2-s2.0-85144176920,2022,Photovoltaic Power Predictor Module Based on Historical Production and Weather Conditions Data,Communications in Computer and Information Science,18650929,10.1007/978-3-031-20611-5_38,2-s2.0-85144176920,Q4,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['JUAN CARLOS MARTINEZ SANTOS']
2-s2.0-85144183843,2022,Effect of Speckle Filtering in the Performance of Segmentation of Ultrasound Images Using CNNs,Communications in Computer and Information Science,18650929,10.1007/978-3-031-20611-5_13,2-s2.0-85144183843,Q4,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['ANDRES GUILLERMO MARRUGO HERNANDEZ', 'SONIA HELENA CONTRERAS ORTIZ']"
2-s2.0-85144238723,2022,A Software for Simulating Robot Swarm Aggregation,Communications in Computer and Information Science,18650929,10.1007/978-3-031-20611-5_32,2-s2.0-85144238723,Q4,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['EDUARDO GOMEZ VASQUEZ', 'JORGE ELIECER DUQUE PARDO', 'OSCAR ACEVEDO PATIÑO']"
2-s2.0-85144379030,2022,On the fractal properties of cosmic rays and Sun dynamics cross-correlations,Astrophysics and Space Science,0004640X,10.1007/s10509-022-04151-5,2-s2.0-85144379030,Q3,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['DAVID SIERRA PORTA']
2-s2.0-85144624105,2023,Corneal endothelium assessment in specular microscopy images with Fuchs’ dystrophy via deep regression of signed distance maps,Biomedical Optics Express,,10.1364/BOE.477495,2-s2.0-85144624105,Q1,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['ANDRES GUILLERMO MARRUGO HERNANDEZ', 'LENNY ALEXANDRA ROMERO PEREZ']"
2-s2.0-85145209671,2022,The (Sexist and Racist) Image of Isabel Preysler in the Spanish Media Coverage of Her Romantic Relationships,Humanities Diliman,16551532,,2-s2.0-85145209671,Q1,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['PEDRO VAZQUEZ MIRAZ']
2-s2.0-85145331626,2022,ACTIVE TEACHING METHODS ASSOCIATED WITH LEARNING ANALYTICS; MÉTODOS ACTIVOS DE ENSEÑANZA ASOCIADOS A LA ANALÍTICA DEL APRENDIZAJE,Universidad y Sociedad,24152897,,2-s2.0-85145331626,SQ,['CIENCIAS BÁSICAS'],['MOISES RAMON QUINTANA ALVAREZ']
2-s2.0-85146354329,2023,Education: emerging relationships in the search for the formation of the other,Journal of Applied Research in Higher Education,20507003,10.1108/JARHE-09-2022-0306,2-s2.0-85146354329,Q2,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['PEDRO VAZQUEZ MIRAZ']
2-s2.0-85146395362,2023,"Learning Styles, Gender and Academic Performance in Students in the Fundamentals of Economics Course; Estilos de aprendizagem, gênero e desempenho acadêmico em estudantes do curso de Fundamentos de Economia; Estilos de aprendizaje, género y rendimiento académico en estudiantes del curso Fundamentos de Economía",Revista Electronica Educare,,10.15359/ree.27-1.13905,2-s2.0-85146395362,Q3,"['CIENCIAS BÁSICAS', 'ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']","['JORGE LUIS ALVIS ARRIETA', 'JORGE LUIS MUÑIZ OLITE', 'WILLIAM ARELLANO CARTAGENA']"
2-s2.0-85146415971,2022,Computational Tool for Technological Risk Assessment in the Transport of Chemical Products,,,10.1109/ANDESCON56260.2022.9989606,2-s2.0-85146415971,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['CESAR AUGUSTO VILORIA NUÑEZ']
2-s2.0-85146416861,2022,Presidential preferences in Colombia through Sentiment Analysis,,,10.1109/ANDESCON56260.2022.9989700,2-s2.0-85146416861,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],"['EDWIN ALEXANDER PUERTAS DEL CASTILLO', 'JUAN CARLOS MARTINEZ SANTOS']"
2-s2.0-85146416919,2022,Machine learning assisted composition of traditional music from the Colombian Caribbean Region,,,10.1109/ANDESCON56260.2022.9989762,2-s2.0-85146416919,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['CESAR AUGUSTO VILORIA NUÑEZ']
2-s2.0-85146427550,2022,Potential enviromental impacts of a digital platform for the mutual assistance management in technological emergencies,,,10.1109/ANDESCON56260.2022.9989580,2-s2.0-85146427550,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['CESAR AUGUSTO VILORIA NUÑEZ']
2-s2.0-85146431989,2022,Detection and Analysis of ERPs for Social Cognition Evaluation,,,10.1109/ANDESCON56260.2022.9989524,2-s2.0-85146431989,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO', 'ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']","['KAROL PATRICIA GUTIERREZ RUIZ', 'SONIA HELENA CONTRERAS ORTIZ']"
